Id конкурса;Обр. программы;Комментарий к конкурсу;Код НПС/УГСН;НПС/УГСН
24085;8307 - История Индии (с дополнительной квалификацией «Специалист в области перевода»);26\5320\1 ИН ДОГ очн История Индии, ДОГ;5.58.03.01;восток
24086;8307 - История Индии (с дополнительной квалификацией «Специалист в области перевода»);26\5320\1 ГБ очн История Индии, Б;5.58.03.01;восток
24087;8311 - История Таиланда (с дополнительной квалификацией «Специалист в области перевода»);26\5328\1 ГБ очн История Таиланда, Б;5.58.03.01;восток
24088;8313 - Тибетская филология (с дополнительной квалификацией «Специалист в области перевода»);26\5357\1 ГБ очн Тибетская филология, Б;5.58.03.01;восток
24089;8311 - История Таиланда (с дополнительной квалификацией «Специалист в области перевода»);26\5328\1 ДОГ очн История Таиланда, ДОГ;5.58.03.01;восток
24090;8308 - История Кавказа (Азербайджан) (с дополнительной квалификацией «Специалист в области перевода»);26\5314\1 ГБ очн История Кавказа (Азербайджан), Б;5.58.03.01;восток
24091;8308 - История Кавказа (Азербайджан) (с дополнительной квалификацией «Специалист в области перевода»);26\5314\1 ДОГ очн История Кавказа (Азербайджан), ДОГ;5.58.03.01;восток
24092;8308 - История Кавказа (Азербайджан) (с дополнительной квалификацией «Специалист в области перевода»);26\5314\1 ИН ДОГ очн История Кавказа (Азербайджан), ДОГ;5.58.03.01;восток
24093;8304 - Египтология (языки, история и культура Древнего Египта) (с дополнительной квалификацией «Специалист в области перевода»);26\5358\1 ГБ очн Египтология (языки, история и культура Древнего Египта), ОсК;5.58.03.01;восток
24094;8304 - Египтология (языки, история и культура Древнего Египта) (с дополнительной квалификацией «Специалист в области перевода»);26\5358\1 ДОГ очн Египтология (языки, история и культура Древнего Египта), ДОГ;5.58.03.01;восток
24095;8315 - Языки и культуры Западной Африки (хауса) (с дополнительной квалификацией «Специалист в области перевода»);26\5359\1 ГБ очн Языки и культуры Западной Африки (хауса), ОсК;5.58.03.01;восток
24096;8304 - Египтология (языки, история и культура Древнего Египта) (с дополнительной квалификацией «Специалист в области перевода»);26\5358\1 ГБ очн Египтология (языки, история и культура Древнего Египта), Б;5.58.03.01;восток
24097;8313 - Тибетская филология (с дополнительной квалификацией «Специалист в области перевода»);26\5357\1 ИН ДОГ очн Тибетская филология, ДОГ;5.58.03.01;восток
24098;8315 - Языки и культуры Западной Африки (хауса) (с дополнительной квалификацией «Специалист в области перевода»);26\5359\1 ДОГ очн Языки и культуры Западной Африки (хауса), ДОГ;5.58.03.01;восток
24099;8315 - Языки и культуры Западной Африки (хауса) (с дополнительной квалификацией «Специалист в области перевода»);26\5359\1 ГБ очн Языки и культуры Западной Африки (хауса), Б;5.58.03.01;восток
24100;8304 - Египтология (языки, история и культура Древнего Египта) (с дополнительной квалификацией «Специалист в области перевода»);26\5358\1 ИН ДОГ очн Египтология (языки, история и культура Древнего Египта), ДОГ;5.58.03.01;восток
24119;8308 - История Кавказа (Азербайджан) (с дополнительной квалификацией «Специалист в области перевода»);26\5314\1 ГБ очн История Кавказа (Азербайджан), ОтК;5.58.03.01;восток
24120;8307 - История Индии (с дополнительной квалификацией «Специалист в области перевода»);26\5320\1 ГБ очн История Индии, ОтК;5.58.03.01;восток
24121;8313 - Тибетская филология (с дополнительной квалификацией «Специалист в области перевода»);26\5357\1 ГБ очн Тибетская филология, ОтК;5.58.03.01;восток
24122;8305 - Индонезийско-малайская филология (с дополнительной квалификацией «Специалист в области перевода»);26\5268\1 ГБ очн Индонезийско-малайская филология, ОтК;5.58.03.01;восток
24123;8303 - Гебраистика (с дополнительной квалификацией «Специалист в области перевода»);26\5262\1 ГБ очн Гебраистика, ОтК;5.58.03.01;восток
24124;8315 - Языки и культуры Западной Африки (хауса) (с дополнительной квалификацией «Специалист в области перевода»);26\5359\1 ГБ очн Языки и культуры Западной Африки (хауса), ОтК;5.58.03.01;восток
24125;8302 - Вьетнамская филология (с дополнительной квалификацией «Специалист в области перевода»);26\5288\1 ГБ очн Вьетнамская филология, ОтК;5.58.03.01;восток
24126;8304 - Египтология (языки, история и культура Древнего Египта) (с дополнительной квалификацией «Специалист в области перевода»);26\5358\1 ГБ очн Египтология (языки, история и культура Древнего Египта), ОтК;5.58.03.01;восток
24127;8315 - Языки и культуры Западной Африки (хауса) (с дополнительной квалификацией «Специалист в области перевода»);26\5359\1 ИН ДОГ очн Языки и культуры Западной Африки (хауса), ДОГ;5.58.03.01;восток
151667;8264 - Немецкий язык, литература и перевод (с дополнительными квалификациями «Учитель немецкого языка и литературы» / «Специалист в области перевода»);26\5245\1 ГБ очн Немецкий язык, литература и перевод, ОтК;7.45.03.01;филфак
151668;8264 - Немецкий язык, литература и перевод (с дополнительными квалификациями «Учитель немецкого языка и литературы» / «Специалист в области перевода»);26\5245\1 ГБ очн Немецкий язык, литература и перевод, ОсК;7.45.03.01;филфак
165082;8193 - Математика (с дополнительной квалификацией «Специалист по научно-исследовательским разработкам»);26\5339\1 ГБ очн Математика, ЦК МОН РСО-А;1.01.03.01;М
165300;8196 - Современное программирование (с дополнительной квалификацией «Программист»);26\5340\1 ГБ очн Современное программирование, ЦК Севмаш;1.01.03.02;СП
165325;8201 - Науки о данных (с дополнительной квалификацией «Специалист по большим данным»);26\5341\1 ГБ очн Науки о данных, ЦК СТЦ;1.02.03.01;НОД
165466;8201 - Науки о данных (с дополнительной квалификацией «Специалист по большим данным»);26\5341\1 ГБ очн Науки о данных, ЦК Обуховский завод;1.02.03.01;НОД
165609;8205 - Инженерно-ориентированная физика;26\5112\1 ГБ очн Инженерно-ориентированная физика, ЦК ИФВЭ;1.03.03.01;физфак
165630;8205 - Инженерно-ориентированная физика;26\5112\1 ГБ очн Инженерно-ориентированная физика, ЦК Обуховский завод;1.03.03.01;физфак
165789;8206 - Прикладные физика и математика (с дополнительной квалификацией «Программист»);26\5348\1 ГБ очн Прикладные физика и математика, ЦК Севмаш;1.03.03.01;физфак
165846;8206 - Прикладные физика и математика (с дополнительной квалификацией «Программист»);26\5348\1 ГБ очн Прикладные физика и математика, ЦК ЦНИИ РТК;1.03.03.01;физфак
165894;8206 - Прикладные физика и математика (с дополнительной квалификацией «Программист»);26\5348\1 ГБ очн Прикладные физика и математика, ЦК ИФВЭ;1.03.03.01;физфак
165962;8210 - Химия (с дополнительными квалификациями «Специалист в области перевода научно-технической литературы» / «Учитель химии»);26\5325\1 ГБ очн Химия, ЦК Обуховский завод;1.04.03.01;химфак
166099;8210 - Химия (с дополнительными квалификациями «Специалист в области перевода научно-технической литературы» / «Учитель химии»);26\5325\1 ГБ очн Химия, ЦК Гимназия №2;1.04.03.01;химфак
166362;8212 - Геология;26\5018\1 ГБ очн Геология, ЦК Минприроды Алтай;1.05.03.01;иноз
166528;8213 - География (с дополнительной квалификацией «Учитель географии»);26\5236\1 ГБ очн География, ЦК КОбр Ломоносовского МР;1.05.03.02;иноз
166577;8213 - География (с дополнительной квалификацией «Учитель географии»);26\5236\1 ГБ очн География, ЦК Минприроды РФ;1.05.03.02;иноз
166681;8215 - Гидрометеорология;26\5021\1 ГБ очн Гидрометеорология, ЦК ГГИ;1.05.03.04;иноз
166891;8216 - Экология и природопользование;26\5024\1 ГБ очн Экология и природопользование, ЦК Минприроды РФ;1.05.03.06;иноз
167519;8217 - Биология (с дополнительной квалификацией «Учитель биологии»);26\5291\1 ГБ очн Биология, ЦК Минприроды РФ;1.06.03.01;биофак
167834;8217 - Биология (с дополнительной квалификацией «Учитель биологии»);26\5291\1 ГБ очн Биология, ЦК Центр гигиены СПб и ЛО;1.06.03.01;биофак
167841;8217 - Биология (с дополнительной квалификацией «Учитель биологии»);26\5291\1 ГБ очн Биология, ЦК Институт Пастера;1.06.03.01;биофак
167898;8219 - Почвоведение;26\5022\1 ГБ очн Почвоведение, ЦК ЭкоНиваАгро;1.06.03.02;иноз
167949;8224 - Кадастр недвижимости: оценка и информационное обеспечение (с дополнительной квалификацией «Специалист в области инженерно-геодезических изысканий для градостроительной деятельности»);26\5352\1 ГБ очн Кадастр недвижимости: оценка и информационное обеспечение, ЦК Роскадастр ЛО;2.21.03.02;иноз
168012;8225 - Прикладные компьютерные технологии и искусственный интеллект;26\5330\1 ГБ очн Прикладные компьютерные технологии и искусственный интеллект, ЦК НИИ МЭ;2.27.03.03;пмпу
168099;8231 - Психология;26\5028\1 ГБ очн Психология, ЦК УО Петропавловск-Камчатский;5.37.03.01;психфак
168157;8235 - Экономика;26\5068\1 ГБ очн Экономика, ЦК НПО Электромашина;5.38.03.01;экфак
168172;8235 - Экономика;26\5068\1 ГБ очн Экономика, ЦК УФНС СПб;5.38.03.01;экфак
168203;8239 - Менеджмент (с дополнительной квалификацией «Бизнес-аналитик»);26\5310\1 ГБ очн Менеджмент, ЦК УФНС СПб;5.38.03.02;вшм
168256;8241 - Государственное и муниципальное управление;26\5072\1 ГБ очн Государственное и муниципальное управление, ЦК УФК СПб;5.38.03.04;вшм
168277;8241 - Государственное и муниципальное управление;26\5072\1 ГБ очн Государственное и муниципальное управление, ЦК УФНС СПб;5.38.03.04;вшм
168296;8241 - Государственное и муниципальное управление;26\5072\1 ГБ очн Государственное и муниципальное управление, ЦК Федеральное казначейство;5.38.03.04;вшм
168622;8242 - Бизнес-информатика;26\5071\1 ГБ очн Бизнес-информатика, ЦК УФНС СПб;5.38.03.05;БИ
168707;8246 - Социальная работа (с дополнительной квалификацией «Специалист по работе с семьей»);26\5347\1 ГБ очн Социальная работа, ЦК ЦСР РК;5.39.03.02;соцфак
168751;8247 - Юриспруденция;26\5031\1 ГБ очн Юриспруденция, ЦК УФНС СПб;5.40.03.01;юрфак
168874;8247 - Юриспруденция;26\5031\1 ГБ очн Юриспруденция, ЦК Федеральное казначейство;5.40.03.01;юрфак
168926;8247 - Юриспруденция;26\5031\1 ГБ очн Юриспруденция, ЦК СПб городской суд;5.40.03.01;юрфак
169017;8247 - Юриспруденция;26\5031\1 ГБ очн Юриспруденция, ЦК ГУ ФССП СПб;5.40.03.01;юрфак
169253;8247 - Юриспруденция;26\5031\1 ГБ очн Юриспруденция, ЦК УФАС СПб;5.40.03.01;юрфак
169260;8247 - Юриспруденция;26\5031\1 ГБ очн Юриспруденция, ЦК УФНС ЛО;5.40.03.01;юрфак
169286;8247 - Юриспруденция;26\5031\1 ГБ очн Юриспруденция, ЦК Арбитражный суд СПб и ЛО;5.40.03.01;юрфак
169542;8247 - Юриспруденция;26\5031\1 ГБ очн Юриспруденция, ЦК Минюст РФ;5.40.03.01;юрфак
169591;8247 - Юриспруденция;26\5031\1 ГБ очн Юриспруденция, ЦК УФК СПб;5.40.03.01;юрфак
169647;8248 - Юриспруденция (с углубленным изучением китайского языка и права КНР) (с дополнительной квалификацией «Специалист в области перевода»);26\5290\1 ГБ очн Юриспруденция (с углубленным изучением китайского языка и права КНР), ЦК Арбитражный суд СПб и ЛО;5.40.03.01;юрфак
169826;8248 - Юриспруденция (с углубленным изучением китайского языка и права КНР) (с дополнительной квалификацией «Специалист в области перевода»);26\5290\1 ГБ очн Юриспруденция (с углубленным изучением китайского языка и права КНР), ЦК Минюст РФ;5.40.03.01;юрфак
169905;8248 - Юриспруденция (с углубленным изучением китайского языка и права КНР) (с дополнительной квалификацией «Специалист в области перевода»);26\5290\1 ГБ очн Юриспруденция (с углубленным изучением китайского языка и права КНР), ЦК УФНС НО;5.40.03.01;юрфак
170089;8249 - Юриспруденция (с углубленным изучением налогового права);26\5355\1 ГБ очн Юриспруденция (с углубленным изучением налогового права), ЦК УФНС СПб;5.40.03.01;юрфак
170141;8254 - Реклама и связи с общественностью (с дополнительной квалификацией «Специалист по продвижению и распространению продукции средств массовой информации»);26\5309\1 ГБ очн Реклама и связи с общественностью, ЦК УСП;5.42.03.01;журфак
170168;8265 - Отечественная филология (Русский язык и литература) (с дополнительной квалификацией «Учитель русского языка и литературы»);26\5246\1 ГБ очн Отечественная филология (Русский язык и литература), ЦК Лицей № 14;7.45.03.01;филфак
170179;8265 - Отечественная филология (Русский язык и литература) (с дополнительной квалификацией «Учитель русского языка и литературы»);26\5246\1 ГБ очн Отечественная филология (Русский язык и литература), ЦК Гимназия № 2;7.45.03.01;филфак
170421;8291 - Музеология и охрана объектов культурного и природного наследия (с дополнительной квалификацией «Экскурсовод (гид)»);26\5324\1 ГБ очн Музеология и охрана объектов культурного и природного наследия, ЦК Белозерский ОКМ;8.51.03.04;философ
170456;8298 - Реставрация произведений изобразительного и декоративно-прикладного искусства (с дополнительной квалификацией «Специалист по техническим процессам художественной деятельности»);26\5338\1 ГБ очн Реставрация произведений изобразительного и декоративно-прикладного искусства, ЦК Мордовский РМИИ;8.54.03.04;фи
170576;8226 - Лечебное дело;26\5058\1 ГБ очн Лечебное дело, ЦК Комздрав СПб;3.31.05.01;мед
170644;8226 - Лечебное дело;26\5058\1 ГБ очн Лечебное дело, ЦК Минздрав ЛНР;3.31.05.01;мед
170803;8228 - Стоматология;26\5059\1 ГБ очн Стоматология, ЦК Минздрав ЛНР;3.31.05.03;мед
170813;8228 - Стоматология;26\5059\1 ГБ очн Стоматология, ЦК Минздрав Карелии;3.31.05.03;мед
