"Id конкурса";"Обр. программы";"Комментарий к конкурсу";"Код НПС/УГСН";"Доп.параметры"
103615;"52719 - Языки славянского мира и русский язык как иностранный (с дополнительной квалификацией «Учитель русского языка и литературы»)";"25\5256\1 ЦК очн_Языки славянского мира и русский язык как иностранный (с дополнительной квалификацией «Учитель русского языка и литературы»)";"7.45.03.02";"филфак"
103616;"52732 - История Кавказа (Армения) (с дополнительной квалификацией «Специалист в области перевода»)";"25\5297\1 ЦК очн_История Кавказа (Армения) (с дополнительной квалификацией «Специалист в области перевода»)";"5.58.03.01";"восточный"
103617;"52679 - Геология";"25\5018\1 ЦК очн_Геология";"1.05.03.01";"иноз"
103618;"52696 - Прикладная, компьютерная и математическая лингвистика (английский язык)";"25\5106\1 ЦК очн_Прикладная, компьютерная и математическая лингвистика (английский язык)";"7.45.03.02";"филфак"
103619;"52753 - Иудейская теология (с дополнительными квалификациями «Педагог дополнительного образования» / «Учитель основ религиозных культур и светской этики»)";"25\5319\1 ЦК очн_Иудейская теология (с дополнительными квалификациями «Педагог дополнительного образования» / «Учитель основ религиозных культур и све";"7.48.03.01";"тео"
103620;"52684 - Политология";"25\5027\1 ЦК очн_Политология";"5.41.03.04";"полит"
103621;"52776 - Социология (с дополнительной квалификацией «Социолог: специалист по фундаментальным и прикладным социологическим исследованиям»)";"25\5344\1 ЦК очн_Социология (с дополнительной квалификацией «Социолог: специалист по фундаментальным и прикладным социологическим исследованиям»)";"5.39.03.01";"соцфак"
103622;"52747 - История России (с дополнительными квалификациями «Учитель истории и обществознания» / «Педагог дополнительного образования»)";"25\5312\1 ЦК очн_История России (с дополнительными квалификациями «Учитель истории и обществознания» / «Педагог дополнительного образования»)";"7.46.03.01";"истфак"
103623;"52701 - Сравнительно-историческое языкознание (английский язык)";"25\5195\1 ЦК очн_Сравнительно-историческое языкознание (английский язык)";"7.45.03.02";"филфак"
104274;"52699 - Технологии программирования";"25\5162\1 ДОГ очн_Технологии программирования";"1.02.03.03";"мм"
104275;"52681 - Гидрометеорология";"25\5021\1 ДОГ очн_Гидрометеорология";"1.05.03.04";"иноз"
104277;"52758 - Химия (с дополнительными квалификациями «Специалист в области перевода научно-технической литературы» / «Учитель химии»)";"25\5325\1 ДОГ очн_Химия (с дополнительными квалификациями «Специалист в области перевода научно-технической литературы» / «Учитель химии»)";"1.04.03.01";"химфак"
104278;"52733 - История Центральной Азии (с дополнительной квалификацией «Специалист в области перевода»)";"25\5298\1 ИН ДОГ очн_История Центральной Азии (с дополнительной квалификацией «Специалист в области перевода»)";"5.58.03.01";"восточный"
104279;"52785 - Физическая реабилитация";"25\5354\1 ДОГ очн_Физическая реабилитация";"7.49.03.02";"мед"
104280;"52774 - Международные отношения (с дополнительной квалификацией «Специалист в области перевода»)";"25\5342\1 ДОГ очн_Международные отношения (с дополнительной квалификацией «Специалист в области перевода»)";"5.41.03.05";"межнар"
104281;"52725 - Юриспруденция (с углубленным изучением китайского языка и права КНР) (с дополнительной квалификацией «Специалист в области перевода»)";"25\5290\1 ИН ДОГ очн_Юриспруденция (с углубленным изучением китайского языка и права КНР) (с дополнительной квалификацией «Специалист в области перево";"5.40.03.01";"юрфак"
104282;"52780 - Прикладные физика и математика (с дополнительной квалификацией «Программист»)";"25\5348\1 ДОГ очн_Прикладные физика и математика (с дополнительной квалификацией «Программист»)";"1.03.03.01";"фф"
104283;"52788 - Международный бизнес в цифровой экономике";"25\7800\1 Филиал ИН ДОГ-УзБ очн_Международный бизнес в цифровой экономике";"5.38.03.01";"экфак?"
104284;"52733 - История Центральной Азии (с дополнительной квалификацией «Специалист в области перевода»)";"25\5298\1 ДОГ очн_История Центральной Азии (с дополнительной квалификацией «Специалист в области перевода»)";"5.58.03.01";"восточный"
104285;"52727 - Биология: биоинженерные технологии (с дополнительной квалификацией «Учитель биологии»)";"25\5292\1 ДОГ очн_Биология: биоинженерные технологии (с дополнительной квалификацией «Учитель биологии»)";"1.06.03.01";"биофак"
104286;"52748 - Всеобщая история (с дополнительными квалификациями «Учитель истории и обществознания» / «Педагог дополнительного образования»)";"25\5313\1 ИН ДОГ очн_Всеобщая история (с дополнительными квалификациями «Учитель истории и обществознания» / «Педагог дополнительного образования»)";"7.46.03.01";"истфак"
104287;"52731 - История Ирана и Афганистана (с дополнительной квалификацией «Специалист в области перевода»)";"25\5296\1 ИН ДОГ очн_История Ирана и Афганистана (с дополнительной квалификацией «Специалист в области перевода»)";"5.58.03.01";"восточный"
104289;"52779 - Социальная работа (с дополнительной квалификацией «Специалист по работе с семьей»)";"25\5347\1 ДОГ очн_Социальная работа (с дополнительной квалификацией «Специалист по работе с семьей»)";"5.39.03.02";"соцфак"
104290;"52734 - Китайская филология (с дополнительной квалификацией «Специалист в области перевода»)";"25\5299\1 ДОГ очн_Китайская филология (с дополнительной квалификацией «Специалист в области перевода»)";"5.58.03.01";"восточный"
104291;"52767 - Прикладная информатика в области искусств и гуманитарных наук (с дополнительной квалификацией «Специалист по информационным системам»)";"25\5335\1 ИН ДОГ очн_Прикладная информатика в области искусств и гуманитарных наук (с дополнительной квалификацией «Специалист по информационным систе";"2.09.03.03";"фи"
104292;"52736 - Кхмерская филология (с дополнительной квалификацией «Специалист в области перевода»)";"25\5301\1 ДОГ очн_Кхмерская филология (с дополнительной квалификацией «Специалист в области перевода»)";"5.58.03.01";"восточный"
104293;"52695 - Экономико-математические методы";"25\5104\1 ДОГ очн_Экономико-математические методы";"5.38.03.01";"экфак"
104294;"52693 - Международный менеджмент";"25\5087\1 ИН ДОГ очн_Международный менеджмент";"5.38.03.02";"менедж"
104295;"52708 - Английский язык и литература (с дополнительными квалификациями «Учитель английского языка и литературы» / «Специалист в области перевода»)";"25\5241\1 ИН ДОГ очн_Английский язык и литература (с дополнительными квалификациями «Учитель английского языка и литературы» / «Специалист в области п";"7.45.03.01";"филфак"
104296;"52746 - Россиеведение (с дополнительными квалификациями «Учитель истории и обществознания» / «Педагог дополнительного образования»)";"25\5311\1 ИН ДОГ очн_Россиеведение (с дополнительными квалификациями «Учитель истории и обществознания» / «Педагог дополнительного образования»)";"5.41.03.02";"истфак"
104297;"52719 - Языки славянского мира и русский язык как иностранный (с дополнительной квалификацией «Учитель русского языка и литературы»)";"25\5256\1 ИН ДОГ очн_Языки славянского мира и русский язык как иностранный (с дополнительной квалификацией «Учитель русского языка и литературы»)";"7.45.03.02";"филфак"
104298;"52737 - Монгольско-тибетская филология (с дополнительной квалификацией «Специалист в области перевода»)";"25\5302\1 ДОГ очн_Монгольско-тибетская филология (с дополнительной квалификацией «Специалист в области перевода»)";"5.58.03.01";"восточный"
104299;"52788 - Международный бизнес в цифровой экономике";"25\7800\1 Филиал ИН ДОГ очн_Международный бизнес в цифровой экономике";"5.38.03.01";"экфак?"
104300;"52772 - Современное программирование (с дополнительной квалификацией «Программист»)";"25\5340\1 ДОГ очн_Современное программирование (с дополнительной квалификацией «Программист»)";"1.01.03.02";"СП"
104301;"52678 - Программирование и информационные технологии";"25\5003\1 ИН ДОГ очн_Программирование и информационные технологии";"1.02.03.02";"пмпу"
104302;"52753 - Иудейская теология (с дополнительными квалификациями «Педагог дополнительного образования» / «Учитель основ религиозных культур и светской этики»)";"25\5319\1 ДОГ очн_Иудейская теология (с дополнительными квалификациями «Педагог дополнительного образования» / «Учитель основ религиозных культур и св";"7.48.03.01";"тео"
104303;"52762 - Прикладные компьютерные технологии и искусственный интеллект";"25\5330\1 ДОГ очн_Прикладные компьютерные технологии и искусственный интеллект";"2.27.03.03";"пмпу"
104304;"52686 - Юриспруденция";"25\5031\1 ДОГ очн_Юриспруденция";"5.40.03.01";"юрфак"
104305;"52739 - Филология телугу (телугу, санскрит, хинди) (с дополнительной квалификацией «Специалист в области перевода»)";"25\5304\1 ИН ДОГ очн_Филология телугу (телугу, санскрит, хинди) (с дополнительной квалификацией «Специалист в области перевода»)";"5.58.03.01";"восточный"
104306;"52715 - Иностранные языки в глобальных коммуникациях (с дополнительными квалификациями «Учитель иностранного языка» / «Специалист в области перевода»)";"25\5251\1 ДОГ очн_Иностранные языки в глобальных коммуникациях (с дополнительными квалификациями «Учитель иностранного языка» / «Специалист в области ";"7.45.03.02";"филфак"
104307;"52724 - Испанский язык, литература и перевод (с дополнительными квалификациями «Учитель иностранного языка и литературы» / «Специалист в области перевода»)";"25\5289\1 ДОГ очн_Испанский язык, литература и перевод (с дополнительными квалификациями «Учитель иностранного языка и литературы» / «Специалист в обл";"7.45.03.01";"филфак"
104308;"52768 - Графический дизайн (с дополнительной квалификацией «Графический дизайнер»)";"25\5336\1 ИН ДОГ очн_Графический дизайн (с дополнительной квалификацией «Графический дизайнер»)";"8.54.03.01";"фи"
104309;"52787 - AI360: Математика машинного обучения";"25\5356\1 ДОГ очн_AI360: Математика машинного обучения";"1.02.03.01";"AI360"
104310;"52781 - Физика (с дополнительной квалификацией «Программист»)";"25\5350\1 ИН ДОГ очн_Физика (с дополнительной квалификацией «Программист»)";"1.03.03.02";"фф"
104311;"52744 - Реклама и связи с общественностью (с дополнительной квалификацией «Специалист по продвижению и распространению продукции средств массовой информации»)";"25\5309\1 ДОГ очн_Реклама и связи с общественностью (с дополнительной квалификацией «Специалист по продвижению и распространению продукции средств мас";"5.42.03.01";"журнал"
104312;"52701 - Сравнительно-историческое языкознание (английский язык)";"25\5195\1 ДОГ очн_Сравнительно-историческое языкознание (английский язык)";"7.45.03.02";"филфак"
104313;"52685 - Психология";"25\5028\1 ИН ДОГ очн_Психология";"5.37.03.01";"психфак"
104314;"52780 - Прикладные физика и математика (с дополнительной квалификацией «Программист»)";"25\5348\1 ИН ДОГ очн_Прикладные физика и математика (с дополнительной квалификацией «Программист»)";"1.03.03.01";"фф"
104315;"52778 - Прикладная социология";"25\5346\1 ДОГ очн_Прикладная социология";"5.39.03.01";"соцфак"
104316;"52754 - Философия (с дополнительными квалификациями «Учитель обществознания» / «Педагог дополнительного образования»)";"25\5321\1 ДОГ очн_Философия (с дополнительными квалификациями «Учитель обществознания» / «Педагог дополнительного образования»)";"7.47.03.01";"философия"
104317;"52729 - Исламоведение (с дополнительной квалификацией «Специалист в области перевода»)";"25\5294\1 ДОГ очн_Исламоведение (с дополнительной квалификацией «Специалист в области перевода»)";"5.58.03.01";"восточный"
104318;"52730 - История арабских стран (с дополнительной квалификацией «Специалист в области перевода»)";"25\5295\1 ИН ДОГ очн_История арабских стран (с дополнительной квалификацией «Специалист в области перевода»)";"5.58.03.01";"восточный"
104319;"52715 - Иностранные языки в глобальных коммуникациях (с дополнительными квалификациями «Учитель иностранного языка» / «Специалист в области перевода»)";"25\5251\1 ИН ДОГ очн_Иностранные языки в глобальных коммуникациях (с дополнительными квалификациями «Учитель иностранного языка» / «Специалист в облас";"7.45.03.02";"филфак"
104320;"52703 - Сестринское дело";"25\5231\1 ДОГ очн на базе СПО_Сестринское дело";"3.34.03.01";"мед"
104321;"52746 - Россиеведение (с дополнительными квалификациями «Учитель истории и обществознания» / «Педагог дополнительного образования»)";"25\5311\1 ДОГ очн_Россиеведение (с дополнительными квалификациями «Учитель истории и обществознания» / «Педагог дополнительного образования»)";"5.41.03.02";"истфак"
104322;"52768 - Графический дизайн (с дополнительной квалификацией «Графический дизайнер»)";"25\5336\1 ДОГ очн_Графический дизайн (с дополнительной квалификацией «Графический дизайнер»)";"8.54.03.01";"фи"
104323;"52764 - Инструментальное исполнительство на органе, клавесине, карильоне (с дополнительной квалификацией «Педагог дополнительного образования»)";"25\5332\1 ДОГ очн_Инструментальное исполнительство на органе, клавесине, карильоне (с дополнительной квалификацией «Педагог дополнительного образовани";"8.53.03.02";"фи"
104324;"52691 - Государственное и муниципальное управление";"25\5072\1 ИН ДОГ очн_Государственное и муниципальное управление";"5.38.03.04";"менедж"
104325;"52711 - Отечественная филология (Русский язык и литература) (с дополнительной квалификацией «Учитель русского языка и литературы»)";"25\5246\1 ИН ДОГ очн_Отечественная филология (Русский язык и литература) (с дополнительной квалификацией «Учитель русского языка и литературы»)";"7.45.03.01";"филфак"
104326;"52701 - Сравнительно-историческое языкознание (английский язык)";"25\5195\1 ИН ДОГ очн_Сравнительно-историческое языкознание (английский язык)";"7.45.03.02";"филфак"
104327;"52761 - Прикладная математика, процессы управления и искусственный интеллект (с дополнительной квалификацией «Программист»)";"25\5329\1 ДОГ очн_Прикладная математика, процессы управления и искусственный интеллект (с дополнительной квалификацией «Программист»)";"1.01.03.02";"пмпу"
104328;"52776 - Социология (с дополнительной квалификацией «Социолог: специалист по фундаментальным и прикладным социологическим исследованиям»)";"25\5344\1 ИН ДОГ очн_Социология (с дополнительной квалификацией «Социолог: специалист по фундаментальным и прикладным социологическим исследованиям»)";"5.39.03.01";"соцфак"
104329;"52766 - Декоративно-прикладное искусство (с дополнительной квалификацией «Педагог дополнительного образования»)";"25\5334\1 ИН ДОГ очн_Декоративно-прикладное искусство (с дополнительной квалификацией «Педагог дополнительного образования»)";"8.54.03.02";"фи"
104330;"52685 - Психология";"25\5028\1 ДОГ очн_Психология";"5.37.03.01";"психфак"
104332;"52769 - Дизайн среды (с дополнительной квалификацией «Художник-оформитель»)";"25\5337\1 ДОГ очн_Дизайн среды (с дополнительной квалификацией «Художник-оформитель»)";"8.54.03.01";"фи"
104333;"52762 - Прикладные компьютерные технологии и искусственный интеллект";"25\5330\1 ИН ДОГ очн_Прикладные компьютерные технологии и искусственный интеллект";"2.27.03.03";"пмпу"
104334;"52740 - Языки и культура Западной Африки (языки манде) (с дополнительной квалификацией «Специалист в области перевода»)";"25\5305\1 ИН ДОГ очн_Языки и культура Западной Африки (языки манде) (с дополнительной квалификацией «Специалист в области перевода»)";"5.58.03.01";"восточный"
104335;"52760 - Прикладная математика, программирование и искусственный интеллект (с дополнительной квалификацией «Системный аналитик»)";"25\5327\1 ДОГ очн_Прикладная математика, программирование и искусственный интеллект (с дополнительной квалификацией «Системный аналитик»)";"1.01.03.02";"мм"
104336;"52745 - Менеджмент (с дополнительной квалификацией «Бизнес-аналитик»)";"25\5310\1 ДОГ очн_Менеджмент (с дополнительной квалификацией «Бизнес-аналитик»)";"5.38.03.02";"менедж"
104337;"52765 - Академическое пение (с дополнительной квалификацией «Педагог дополнительного образования»)";"25\5333\1 ИН ДОГ очн_Академическое пение (с дополнительной квалификацией «Педагог дополнительного образования»)";"8.53.03.03";"фи"
104338;"52702 - Искусственный интеллект и наука о данных";"25\5212\1 ДОГ очн_Искусственный интеллект и наука о данных";"2.09.03.03";"мм"
104339;"52714 - Английский язык как язык кросс-культурного взаимодействия (для иностранных обучающихся)/ English as a Language of Cross-Cultural Interaction (for inte";"25\5249\1 ИН ДОГ очн_Английский язык как язык кросс-культурного взаимодействия (для иностранных обучающихся)/ English as a Language of Cross-Cultural ";"7.45.03.02";"филфак"
104340;"52744 - Реклама и связи с общественностью (с дополнительной квалификацией «Специалист по продвижению и распространению продукции средств массовой информации»)";"25\5309\1 ИН ДОГ очн_Реклама и связи с общественностью (с дополнительной квалификацией «Специалист по продвижению и распространению продукции средств ";"5.42.03.01";"журнал"
104341;"52760 - Прикладная математика, программирование и искусственный интеллект (с дополнительной квалификацией «Системный аналитик»)";"25\5327\1 ИН ДОГ очн_Прикладная математика, программирование и искусственный интеллект (с дополнительной квалификацией «Системный аналитик»)";"1.01.03.02";"мм"
104342;"52683 - Экология и природопользование";"25\5024\1 ДОГ очн_Экология и природопользование";"1.05.03.06";"иноз"
104343;"52758 - Химия (с дополнительными квалификациями «Специалист в области перевода научно-технической литературы» / «Учитель химии»)";"25\5325\1 ИН ДОГ очн_Химия (с дополнительными квалификациями «Специалист в области перевода научно-технической литературы» / «Учитель химии»)";"1.04.03.01";"химфак"
104344;"52732 - История Кавказа (Армения) (с дополнительной квалификацией «Специалист в области перевода»)";"25\5297\1 ИН ДОГ очн_История Кавказа (Армения) (с дополнительной квалификацией «Специалист в области перевода»)";"5.58.03.01";"восточный"
104345;"52703 - Сестринское дело";"25\5231\1 ИН ДОГ очн_Сестринское дело";"3.34.03.01";"мед"
104347;"52721 - Языки балто-славянского культурного пространства (литовский, польский и белорусский языки)";"25\5285\1 ИН ДОГ очн_Языки балто-славянского культурного пространства (литовский, польский и белорусский языки)";"7.45.03.01";"филфак"
104348;"52691 - Государственное и муниципальное управление";"25\5072\1 ДОГ очн_Государственное и муниципальное управление";"5.38.03.04";"менедж"
104349;"52680 - Картография и геоинформатика";"25\5020\1 ДОГ очн_Картография и геоинформатика";"1.05.03.03";"иноз"
104350;"52757 - Музеология и охрана объектов культурного и природного наследия (с дополнительной квалификацией «Экскурсовод (гид)»)";"25\5324\1 ИН ДОГ очн_Музеология и охрана объектов культурного и природного наследия (с дополнительной квалификацией «Экскурсовод (гид)»)";"8.51.03.04";"философия"
104351;"52710 - Немецкий язык, литература и перевод (с дополнительными квалификациями «Учитель немецкого языка и литературы» / «Специалист в области перевода»)";"25\5245\1 ДОГ очн_Немецкий язык, литература и перевод (с дополнительными квалификациями «Учитель немецкого языка и литературы» / «Специалист в области";"7.45.03.01";"филфак"
104353;"52778 - Прикладная социология";"25\5346\1 ИН ДОГ очн_Прикладная социология";"5.39.03.01";"соцфак"
104354;"52726 - Биология (с дополнительной квалификацией «Учитель биологии»)";"25\5291\1 ИН ДОГ очн_Биология (с дополнительной квалификацией «Учитель биологии»)";"1.06.03.01";"биофак"
104355;"52697 - Экономика (с углубленным изучением экономики Китая и китайского языка)";"25\5111\1 ИН ДОГ очн_Экономика (с углубленным изучением экономики Китая и китайского языка)";"5.38.03.01";"экфак"
104357;"52752 - Христианская теология (с дополнительной квалификацией «Учитель основ религиозных культур и светской этики»)";"25\5318\1 ДОГ очн_Христианская теология (с дополнительной квалификацией «Учитель основ религиозных культур и светской этики»)";"7.48.03.01";"тео"
104358;"52681 - Гидрометеорология";"25\5021\1 ИН ДОГ очн_Гидрометеорология";"1.05.03.04";"иноз"
104359;"52717 - Теоретическое и экспериментальное языкознание (английский язык) (с дополнительной квалификацией «Учитель иностранного языка»)";"25\5254\1 ДОГ очн_Теоретическое и экспериментальное языкознание (английский язык) (с дополнительной квалификацией «Учитель иностранного языка»)";"7.45.03.02";"филфак"
104360;"52678 - Программирование и информационные технологии";"25\5003\1 ДОГ очн_Программирование и информационные технологии";"1.02.03.02";"пмпу"
104361;"52737 - Монгольско-тибетская филология (с дополнительной квалификацией «Специалист в области перевода»)";"25\5302\1 ИН ДОГ очн_Монгольско-тибетская филология (с дополнительной квалификацией «Специалист в области перевода»)";"5.58.03.01";"восточный"
104363;"52742 - Журналистика (с дополнительной квалификацией «Специалист по информационным ресурсам»)";"25\5307\1 ДОГ очн_Журналистика (с дополнительной квалификацией «Специалист по информационным ресурсам»)";"5.42.03.02";"журнал"
104364;"52699 - Технологии программирования";"25\5162\1 ИН ДОГ очн_Технологии программирования";"1.02.03.03";"мм"
104366;"52728 - Ассириология (языки, история и культура Древнего Ближнего Востока) (с дополнительной квалификацией «Специалист в области перевода»)";"25\5293\1 ДОГ очн_Ассириология (языки, история и культура Древнего Ближнего Востока) (с дополнительной квалификацией «Специалист в области перевода»)";"5.58.03.01";"восточный"
104367;"52759 - Химическое материаловедение (с дополнительной квалификацией «Специалист в области перевода научно-технической литературы»)";"25\5326\1 ИН ДОГ очн_Химическое материаловедение (с дополнительной квалификацией «Специалист в области перевода научно-технической литературы»)";"1.04.03.02";"химфак"
104368;"52710 - Немецкий язык, литература и перевод (с дополнительными квалификациями «Учитель немецкого языка и литературы» / «Специалист в области перевода»)";"25\5245\1 ИН ДОГ очн_Немецкий язык, литература и перевод (с дополнительными квалификациями «Учитель немецкого языка и литературы» / «Специалист в обла";"7.45.03.01";"филфак"
104369;"52686 - Юриспруденция";"25\5031\1 ИН ДОГ очн_Юриспруденция";"5.40.03.01";"юрфак"
104370;"52742 - Журналистика (с дополнительной квалификацией «Специалист по информационным ресурсам»)";"25\5307\1 ИН ДОГ очн_Журналистика (с дополнительной квалификацией «Специалист по информационным ресурсам»)";"5.42.03.02";"журнал"
104371;"52693 - Международный менеджмент";"25\5087\1 ДОГ очн_Международный менеджмент";"5.38.03.02";"менедж"
104373;"52771 - Математика (с дополнительной квалификацией «Специалист по научно-исследовательским разработкам»)";"25\5339\1 ДОГ очн_Математика (с дополнительной квалификацией «Специалист по научно-исследовательским разработкам»)";"1.01.03.01";"М"
104374;"52756 - Культурология (с дополнительными квалификациями «Учитель обществознания» / «Педагог дополнительного образования»)";"25\5323\1 ДОГ очн_Культурология (с дополнительными квалификациями «Учитель обществознания» / «Педагог дополнительного образования»)";"8.51.03.01";"философия"
104375;"52679 - Геология";"25\5018\1 ДОГ очн_Геология";"1.05.03.01";"иноз"
104376;"52705 - География (с дополнительной квалификацией «Учитель географии»)";"25\5236\1 ИН ДОГ очн_География (с дополнительной квалификацией «Учитель географии»)";"1.05.03.02";"иноз"
104377;"52767 - Прикладная информатика в области искусств и гуманитарных наук (с дополнительной квалификацией «Специалист по информационным системам»)";"25\5335\1 ДОГ очн_Прикладная информатика в области искусств и гуманитарных наук (с дополнительной квалификацией «Специалист по информационным системам";"2.09.03.03";"фи"
104378;"52720 - Физическая культура и спорт (с дополнительной квалификацией «Специалист по фитнесу (фитнес-тренер)»)";"25\5260\1 ДОГ очн_Физическая культура и спорт (с дополнительной квалификацией «Специалист по фитнесу (фитнес-тренер)»)";"7.49.03.01";"физич"
104379;"52752 - Христианская теология (с дополнительной квалификацией «Учитель основ религиозных культур и светской этики»)";"25\5318\1 ИН ДОГ очн_Христианская теология (с дополнительной квалификацией «Учитель основ религиозных культур и светской этики»)";"7.48.03.01";"тео"
104380;"52690 - Бизнес-информатика";"25\5071\1 ИН ДОГ очн_Бизнес-информатика";"5.38.03.05";"экфак"
104381;"52728 - Ассириология (языки, история и культура Древнего Ближнего Востока) (с дополнительной квалификацией «Специалист в области перевода»)";"25\5293\1 ИН ДОГ очн_Ассириология (языки, история и культура Древнего Ближнего Востока) (с дополнительной квалификацией «Специалист в области перевода";"5.58.03.01";"восточный"
104382;"52680 - Картография и геоинформатика";"25\5020\1 ИН ДОГ очн_Картография и геоинформатика";"1.05.03.03";"иноз"
104383;"52724 - Испанский язык, литература и перевод (с дополнительными квалификациями «Учитель иностранного языка и литературы» / «Специалист в области перевода»)";"25\5289\1 ИН ДОГ очн_Испанский язык, литература и перевод (с дополнительными квалификациями «Учитель иностранного языка и литературы» / «Специалист в ";"7.45.03.01";"филфак"
104384;"52774 - Международные отношения (с дополнительной квалификацией «Специалист в области перевода»)";"25\5342\1 ИН ДОГ очн_Международные отношения (с дополнительной квалификацией «Специалист в области перевода»)";"5.41.03.05";"межнар"
104385;"52756 - Культурология (с дополнительными квалификациями «Учитель обществознания» / «Педагог дополнительного образования»)";"25\5323\1 ИН ДОГ очн_Культурология (с дополнительными квалификациями «Учитель обществознания» / «Педагог дополнительного образования»)";"8.51.03.01";"философия"
104386;"52779 - Социальная работа (с дополнительной квалификацией «Специалист по работе с семьей»)";"25\5347\1 ИН ДОГ очн_Социальная работа (с дополнительной квалификацией «Специалист по работе с семьей»)";"5.39.03.02";"соцфак"
104387;"52721 - Языки балто-славянского культурного пространства (литовский, польский и белорусский языки)";"25\5285\1 ДОГ очн_Языки балто-славянского культурного пространства (литовский, польский и белорусский языки)";"7.45.03.01";"филфак"
104388;"52697 - Экономика (с углубленным изучением экономики Китая и китайского языка)";"25\5111\1 ДОГ очн_Экономика (с углубленным изучением экономики Китая и китайского языка)";"5.38.03.01";"экфак"
104389;"52682 - Почвоведение";"25\5022\1 ИН ДОГ очн_Почвоведение";"1.06.03.02";"иноз"
104390;"52745 - Менеджмент (с дополнительной квалификацией «Бизнес-аналитик»)";"25\5310\1 ИН ДОГ очн_Менеджмент (с дополнительной квалификацией «Бизнес-аналитик»)";"5.38.03.02";"менедж"
104391;"52690 - Бизнес-информатика";"25\5071\1 ДОГ очн_Бизнес-информатика";"5.38.03.05";"экфак"
104392;"52735 - Корейская филология (с дополнительной квалификацией «Специалист в области перевода»)";"25\5300\1 ДОГ очн_Корейская филология (с дополнительной квалификацией «Специалист в области перевода»)";"5.58.03.01";"восточный"
104393;"52764 - Инструментальное исполнительство на органе, клавесине, карильоне (с дополнительной квалификацией «Педагог дополнительного образования»)";"25\5332\1 ИН ДОГ очн_Инструментальное исполнительство на органе, клавесине, карильоне (с дополнительной квалификацией «Педагог дополнительного образов";"8.53.03.02";"фи"
